"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 19:34:10 GMT 2023","Mon Apr 24 19:34:14 GMT 2023","4375","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_sign_out",""
"passed","Mon Apr 24 19:33:22 GMT 2023","Mon Apr 24 19:33:37 GMT 2023","14534","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_file_data",""
"passed","Mon Apr 24 19:32:34 GMT 2023","Mon Apr 24 19:32:47 GMT 2023","12520","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_registration",""
"passed","Mon Apr 24 19:32:48 GMT 2023","Mon Apr 24 19:32:54 GMT 2023","6345","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_login",""
"passed","Mon Apr 24 19:33:03 GMT 2023","Mon Apr 24 19:33:09 GMT 2023","6386","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_list_of_pages",""
"passed","Mon Apr 24 19:32:55 GMT 2023","Mon Apr 24 19:33:02 GMT 2023","6363","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_tagfilter",""
"broken","Mon Apr 24 19:33:10 GMT 2023","Mon Apr 24 19:33:21 GMT 2023","10681","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_new_data",""
"passed","Mon Apr 24 19:32:29 GMT 2023","Mon Apr 24 19:32:33 GMT 2023","4122","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_cookies",""
"passed","Mon Apr 24 19:33:38 GMT 2023","Mon Apr 24 19:33:48 GMT 2023","10556","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_update_data",""
"passed","Mon Apr 24 19:34:04 GMT 2023","Mon Apr 24 19:34:09 GMT 2023","4766","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_save_data",""
"passed","Mon Apr 24 19:33:50 GMT 2023","Mon Apr 24 19:34:03 GMT 2023","13076","test_vizsgaremek_conduit_CSK","test_vizsgaremek_conduit_CSK","TestConduit","","","test_delete_data",""
